Governorate,City,District,Town
محافظة الرقة,تل أبيض,سلوك,أم الروس (الناصرية)
محافظة الرقة,تل أبيض,سلوك,أم صخرة
محافظة الرقة,تل أبيض,سلوك,أم صيدة
محافظة الرقة,تل أبيض,سلوك,بير الشيخ
محافظة الرقة,تل أبيض,سلوك,بئر جهيم
محافظة الرقة,تل أبيض,سلوك,رجم بنت نويران
محافظة الرقة,تل أبيض,سلوك,هود
محافظة الرقة,تل أبيض,سلوك,شاب داغ
محافظة الرقة,تل أبيض,سلوك,محيسن
محافظة الرقة,تل أبيض,سلوك,حشيشة
محافظة الرقة,تل أبيض,سلوك,فويلان
محافظة الرقة,تل أبيض,سلوك,غزيلة
محافظة الرقة,تل أبيض,سلوك,الطويلة
محافظة الرقة,تل أبيض,عين عيسى,أبو خرزة
محافظة الرقة,تل أبيض,عين عيسى,أبو مسناتين
محافظة الرقة,تل أبيض,عين عيسى,أبو نيتولة
محافظة الرقة,تل أبيض,عين عيسى,الأمين
محافظة الرقة,تل أبيض,عين عيسى,عريضة أبو جرادة
محافظة الرقة,تل أبيض,عين عيسى,عريضة عجيل
محافظة الرقة,تل أبيض,عين عيسى,بئر عيسى
محافظة الرقة,تل أبيض,عين عيسى,بئر خات
محافظة الرقة,تل أبيض,عين عيسى,عين عيسى
محافظة الرقة,تل أبيض,عين عيسى,فرحانية
محافظة الرقة,تل أبيض,عين عيسى,الفاطسة
محافظة الرقة,تل أبيض,عين عيسى,هنانو
محافظة الرقة,تل أبيض,عين عيسى,الحجازية
محافظة الرقة,تل أبيض,عين عيسى,هيشة
محافظة الرقة,تل أبيض,عين عيسى,الجهجاة
محافظة الرقة,تل أبيض,عين عيسى,كفيفة
محافظة الرقة,تل أبيض,عين عيسى,خربة البيضاء
محافظة الرقة,تل أبيض,عين عيسى,خربة هدلا
محافظة الرقة,تل أبيض,عين عيسى,لقطة
محافظة الرقة,تل أبيض,عين عيسى,جرن الأسود تحتاني
محافظة الرقة,تل أبيض,عين عيسى,مدلج
محافظة الرقة,تل أبيض,عين عيسى,مغار
محافظة الرقة,تل أبيض,عين عيسى,مشرفة الهزاع
محافظة الرقة,تل أبيض,عين عيسى,ميسلون
محافظة الرقة,تل أبيض,عين عيسى,المهرة
محافظة الرقة,تل أبيض,عين عيسى,مريران
محافظة الرقة,تل أبيض,عين عيسى,الناصرية
محافظة الرقة,تل أبيض,عين عيسى,سبع جفار
محافظة الرقة,تل أبيض,عين عيسى,صخرة عبد الشيخ
محافظة الرقة,تل أبيض,عين عيسى,السرامدة
محافظة الرقة,تل أبيض,عين عيسى,الشركراك
محافظة الرقة,تل أبيض,عين عيسى,أمية
محافظة الرقة,تل أبيض,عين عيسى,الوردية
محافظة الرقة,تل أبيض,عين عيسى,واسطة الهيجان
محافظة الرقة,تل أبيض,عين عيسى,الزنباق
محافظة الرقة,تل أبيض,عين عيسى,الدوحة
محافظة الرقة,تل أبيض,عين عيسى,الشبل
محافظة الرقة,تل أبيض,عين عيسى,الشيخ حسن
محافظة الرقة,تل أبيض,عين عيسى,الطربيخ
محافظة الرقة,تل أبيض,عين عيسى,المأمون
محافظة الرقة,تل أبيض,عين عيسى,المخلط
محافظة الرقة,تل أبيض,عين عيسى,أم جرن
محافظة الرقة,تل أبيض,عين عيسى,جليب عليان
محافظة الرقة,تل أبيض,عين عيسى,حوائج صغير
محافظة الرقة,تل أبيض,عين عيسى,حويجة العران
محافظة الرقة,تل أبيض,عين عيسى,خفية الفرحان
محافظة الرقة,تل أبيض,عين عيسى,زيارة الشيخ حسن
محافظة الرقة,تل أبيض,عين عيسى,صران
محافظة الرقة,تل أبيض,عين عيسى,مليحان
محافظة الرقة,تل أبيض,عين عيسى,صفيان حبيب
محافظة الرقة,تل أبيض,عين عيسى,الجديدة
محافظة الرقة,تل أبيض,عين عيسى,الطيبة
محافظة الرقة,الطبقة,مركز الطبقة,الطبقة
محافظة الرقة,الطبقة,المنصورة,أبو هريرة
محافظة الرقة,الطبقة,المنصورة,أبو كبيع غربي
محافظة الرقة,الطبقة,المنصورة,بئر أبو كبرى
محافظة الرقة,الطبقة,المنصورة,بئر إنباج
محافظة الرقة,الطبقة,المنصورة,بئر هدلة
محافظة الرقة,الطبقة,المنصورة,بئر خطاب
محافظة الرقة,الطبقة,المنصورة,دبسي عفنان
محافظة الرقة,الطبقة,المنصورة,دبسي فرج
محافظة الرقة,الطبقة,المنصورة,غزالة شرقية
محافظة الرقة,الطبقة,المنصورة,الزملة الشرقية
محافظة الرقة,الطبقة,المنصورة,العميرات
محافظة الرقة,الطبقة,المنصورة,فخيخة
محافظة الرقة,الطبقة,المنصورة,الغماميز
محافظة الرقة,الطبقة,المنصورة,الهورة
محافظة الرقة,الطبقة,المنصورة,جعيدين
محافظة الرقة,الطبقة,المنصورة,الكرادي
محافظة الرقة,الطبقة,المنصورة,الكرين
محافظة الرقة,الطبقة,المنصورة,مدحير
محافظة الرقة,الطبقة,المنصورة,المنصورة
محافظة الرقة,الطبقة,المنصورة,مشرفة الصعب
محافظة الرقة,الطبقة,المنصورة,المطلة
محافظة الرقة,الطبقة,المنصورة,المزرعة
محافظة الرقة,الطبقة,المنصورة,معيزيلة
محافظة الرقة,الطبقة,المنصورة,الرابية
محافظة الرقة,الطبقة,المنصورة,رمثان
محافظة الرقة,الطبقة,المنصورة,السالمية
محافظة الرقة,الطبقة,المنصورة,الصفصافة
محافظة الرقة,الطبقة,المنصورة,شعيب الذكر
محافظة الرقة,الطبقة,المنصورة,التويم
محافظة الرقة,الطبقة,المنصورة,البورجب
محافظة الرقة,الطبقة,المنصورة,الخزناوي
محافظة الرقة,الطبقة,المنصورة,السلام
محافظة الرقة,الطبقة,المنصورة,الفجر
محافظة الرقة,الطبقة,المنصورة,الكحيط
محافظة الرقة,الطبقة,المنصورة,الكدور
محافظة الرقة,الطبقة,المنصورة,المشيرفة المنصورة
محافظة الرقة,الطبقة,المنصورة,الوادي
محافظة الرقة,الطبقة,المنصورة,بئر الجلات
محافظة الرقة,الطبقة,المنصورة,بئر السدران
محافظة الرقة,الطبقة,المنصورة,بئر سعيد العلو
محافظة الرقة,الطبقة,المنصورة,جب الغولي
محافظة الرقة,الطبقة,المنصورة,حريبة كيار
محافظة الرقة,الطبقة,المنصورة,خويمان
محافظة الرقة,الطبقة,المنصورة,رجم الغزال
محافظة الرقة,الطبقة,المنصورة,عطشان الرصافة
محافظة الرقة,الطبقة,المنصورة,غزالة غربية
محافظة الرقة,الطبقة,المنصورة,قرطبة
محافظة الرقة,الطبقة,المنصورة,معيزيلة جنوبية
محافظة الرقة,الطبقة,الجرنية,أبو صخرة
محافظة الرقة,الطبقة,الجرنية,أبو الشامات (أبو الكالات)
محافظة الرقة,الطبقة,الجرنية,العجاجية
محافظة الرقة,الطبقة,الجرنية,بادية الشوعة
محافظة الرقة,الطبقة,الجرنية,بئر العطشانة
محافظة الرقة,الطبقة,الجرنية,بئر الخزام
محافظة الرقة,الطبقة,الجرنية,بئر حاج خليف
محافظة الرقة,الطبقة,الجرنية,بئر شلال
محافظة الرقة,الطبقة,الجرنية,بصراوي
محافظة الرقة,الطبقة,الجرنية,ضحوة
محافظة الرقة,الطبقة,الجرنية,دخان
محافظة الرقة,الطبقة,الجرنية,جعبر شرقي
محافظة الرقة,الطبقة,الجرنية,فلاح ربو
محافظة الرقة,الطبقة,الجرنية,الحمرة
محافظة الرقة,الطبقة,الجرنية,حزوم
محافظة الرقة,الطبقة,الجرنية,الحرية
محافظة الرقة,الطبقة,الجرنية,حويجة حلاوة
محافظة الرقة,الطبقة,الجرنية,جعيبر
محافظة الرقة,الطبقة,الجرنية,الجرنية
محافظة الرقة,الطبقة,الجرنية,الكنو
محافظة الرقة,الطبقة,الجرنية,الكروان
محافظة الرقة,الطبقة,الجرنية,خاتونية
محافظة الرقة,الطبقة,الجرنية,المحمودلي
محافظة الرقة,الطبقة,الجرنية,مجيبنة العمياء
محافظة الرقة,الطبقة,الجرنية,المويلح
محافظة الرقة,الطبقة,الجرنية,النفيلة
محافظة الرقة,الطبقة,الجرنية,رجم الحمام
محافظة الرقة,الطبقة,الجرنية,الرملة
محافظة الرقة,الطبقة,الجرنية,الصفرة
محافظة الرقة,الطبقة,الجرنية,سنجار
محافظة الرقة,الطبقة,الجرنية,شهيد الله
محافظة الرقة,الطبقة,الجرنية,شمس الدين
